owner_project,teamno,noofmembers,concerned_years,noofyears,proj_size,proj_language,proj_age,median_pr_merged,stanfordandgender,stanfordandgenderwithoutNAN,eth_stanandnameprism_st,eth_stanandnameprism_st_withoutNAN,knownethnicityprop,knowngenderprop,atleast75genprop,ethblau_st_cat,eth_blau_index,gender_blau_index,project_star_count,project_watchers_count,project_language,project_forks_count
dotnet_corefx,562,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,14,"['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'API', 'White', 'White', 'White', 'Hispanic']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'API', 'White', 'White', 'White', 'Hispanic']",0.909090909,0.909090909,1,heterogeneous,0.34,0.18,17822,17822,,5478
mozilla_rust,392,8,"['2018', '2017', '2016', '2015', '2014']",5,478658,Rust,3120,21,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",1,0.875,1,homogeneous,0,0,41219,41219,Rust,6348
pydata_pandas,462,8,"['2018', '2017', '2015', '2014', '2013']",5,174364,Python,3051,9.5,"['male', 'male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'NAN', 'White', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0,22689,22689,Python,9046
dotnet_corefx,992,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,15,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White']",1,1,1,heterogeneous,0.165289256,0.165289256,17822,17822,,5478
mozilla_servo,329,4,"['2017', '2016', '2015', '2018']",4,1021589,Rust,2518,32,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White']","['White', 'Unknown', 'White', 'White']",0.75,1,1,heterogeneous,0,0,15268,15268,Rust,2294
mantidproject_mantid,214,8,"['2016', '2015', '2014', '2018', '2017']",5,596039,C++,2632,6.5,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.875,0.875,1,heterogeneous,0,0,121,121,C++,74
mozilla_rust,3523,17,"['2018', '2017', '2016']",3,478658,Rust,3120,50,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'unisex', 'male', 'unisex', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'unisex', 'male', 'unisex', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'NAN', 'White', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.823529412,0.882352941,1,heterogeneous,0,0.32,41219,41219,Rust,6348
dotnet_corefx,785,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,10.5,"['male', 'male', 'male', 'male', 'unisex', 'male', 'female', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'unisex', 'male', 'female', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'Unknown', 'White']",0.9,0.9,1,heterogeneous,0.37037037,0.37037037,17822,17822,,5478
dotnet_corefx,591,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,2,"['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'female', 'male', 'male', 'male']","['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'API', 'White', 'White', 'API']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'API', 'White', 'White', 'API']",0.909090909,0.909090909,1,heterogeneous,0.32,0.32,17822,17822,,5478
mozilla_rust,3202,9,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,13,"['male', 'unisex', 'male', 'male', 'male', 'male', 'unisex', 'male', 'UnKnown']","['male', 'unisex', 'male', 'male', 'male', 'male', 'unisex', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'API', 'Hispanic', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'API', 'Hispanic', 'White']",0.888888889,0.888888889,1,heterogeneous,0.40625,0.375,41219,41219,Rust,6348
mozilla_rust,1587,13,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,28,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'unisex', 'male', 'male', 'UnKnown', 'male', 'female']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'unisex', 'male', 'male', 'UnKnown', 'male', 'female']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'NAN', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'White']",0.769230769,0.846153846,1,heterogeneous,0,0.429752066,41219,41219,Rust,6348
dotnet_corefx,728,13,"['2018', '2017', '2016']",3,235269,,1516,16,"['male', 'male', 'male', 'UnKnown', 'female', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'female', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'API', 'White', 'Hispanic', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'API', 'White', 'Hispanic', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'White', 'White']",0.923076923,0.846153846,1,heterogeneous,0.402777778,0.165289256,17822,17822,,5478
mozilla_rust,1328,12,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,32,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown']","['White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'Unknown']",0.75,1,1,heterogeneous,0,0.277777778,41219,41219,Rust,6348
mozilla_rust,3501,17,"['2018', '2017', '2016']",3,478658,Rust,3120,54,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'NAN', 'API', 'Unknown', 'White', 'White', 'White', 'Unknown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'API', 'Unknown', 'White', 'White', 'White', 'Unknown']",0.764705882,0.882352941,1,heterogeneous,0.142011834,0.231111111,41219,41219,Rust,6348
mozilla_rust,2024,11,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,17,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",0.909090909,0.818181818,1,heterogeneous,0,0.197530864,41219,41219,Rust,6348
dotnet_corefx,588,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,6,"['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'API', 'White']",0.909090909,0.909090909,1,heterogeneous,0.18,0.18,17822,17822,,5478
mozilla_rust,3458,16,"['2018', '2017', '2016']",3,478658,Rust,3120,54,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'unisex', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'unisex', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'NAN', 'Unknown', 'White', 'NAN', 'White', 'White', 'Unknown', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'Unknown', 'White', 'White', 'Unknown', 'White', 'API', 'White']",0.75,0.8125,1,heterogeneous,0.152777778,0.26035503,41219,41219,Rust,6348
dotnet_corefx,597,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,3,"['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'female', 'male', 'male', 'male']","['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'API', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'API', 'White', 'API', 'White']",0.909090909,0.909090909,1,heterogeneous,0.32,0.32,17822,17822,,5478
dotnet_corefx,421,13,"['2018', '2017', '2016']",3,235269,,1516,13,"['male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'UnKnown', 'female', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'UnKnown', 'female', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'White']","['White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'White']",0.923076923,0.923076923,1,heterogeneous,0.402777778,0.277777778,17822,17822,,5478
dotnet_corefx,415,13,"['2018', '2017', '2016']",3,235269,,1516,16,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'White', 'White']",0.923076923,0.923076923,1,heterogeneous,0.277777778,0.152777778,17822,17822,,5478
dotnet_corefx,422,13,"['2018', '2017', '2016']",3,235269,,1516,14,"['male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'UnKnown', 'female', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'UnKnown', 'female', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'Unknown']","['White', 'White', 'White', 'White', 'Hispanic', 'API', 'White', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'Unknown']",0.846153846,0.923076923,1,heterogeneous,0.429752066,0.277777778,17822,17822,,5478
dotnet_corefx,416,13,"['2018', '2017', '2016']",3,235269,,1516,17,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'White', 'Unknown']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'White', 'Unknown']",0.846153846,0.923076923,1,heterogeneous,0.297520661,0.152777778,17822,17822,,5478
dotnet_corefx,583,11,"['2018', '2017', '2016', '2015']",4,235269,,1516,7,"['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'female', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'API', 'White']",0.909090909,0.909090909,1,heterogeneous,0.18,0.18,17822,17822,,5478
dotnet_corefx,768,12,"['2018', '2017', '2016']",3,235269,,1516,15.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'female']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'female']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'Hispanic', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'Hispanic', 'Hispanic', 'White', 'Unknown', 'White', 'White']",0.916666667,0.916666667,1,heterogeneous,0.297520661,0.165289256,17822,17822,,5478
mozilla_rust,3495,17,"['2018', '2017', '2016']",3,478658,Rust,3120,51,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'unisex', 'male', 'male', 'male']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'unisex', 'male', 'unisex', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'NAN', 'API', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'Unknown', 'API', 'Unknown', 'White', 'White', 'White', 'White']",0.823529412,0.882352941,1,heterogeneous,0.132653061,0.32,41219,41219,Rust,6348
dotnet_corefx,781,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,14.5,"['male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'Unknown', 'White']",0.9,1,1,heterogeneous,0.197530864,0.18,17822,17822,,5478
dotnet_corefx,782,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,14,"['male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'Unknown', 'White']",0.9,0.9,1,heterogeneous,0.197530864,0.197530864,17822,17822,,5478
mozilla_rust,3529,17,"['2018', '2017', '2016']",3,478658,Rust,3120,40,"['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown']","['male', 'unisex', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'NAN', 'White', 'White', 'NAN']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'Unknown']",0.764705882,0.823529412,1,heterogeneous,0,0.132653061,41219,41219,Rust,6348
mozilla_servo,226,5,"['2017', '2016', '2015', '2018']",4,1021589,Rust,2518,24,"['male', 'UnKnown', 'unisex', 'male', 'male']","['male', 'UnKnown', 'unisex', 'male', 'male']","['White', 'NAN', 'API', 'White', 'White']","['White', 'Unknown', 'API', 'White', 'White']",0.8,0.8,1,heterogeneous,0.375,0.375,15268,15268,Rust,2294
mozilla_rust,3250,9,"['2018', '2017', '2016', '2014']",4,478658,Rust,3120,16,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'unisex', 'UnKnown']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male', 'unisex', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'NAN']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'Unknown']",0.888888889,0.888888889,1,heterogeneous,0,0.375,41219,41219,Rust,6348
dotnet_corefx,1073,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,8,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'API', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'API', 'Hispanic', 'White', 'White']",1,1,1,heterogeneous,0.56,0.18,17822,17822,,5478
dotnet_corefx,445,13,"['2018', '2017', '2016']",3,235269,,1516,13,"['male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'UnKnown', 'female', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'UnKnown', 'female', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'API', 'White', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'White']","['White', 'White', 'White', 'White', 'White', 'API', 'White', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'White']",0.923076923,0.923076923,1,heterogeneous,0.291666667,0.277777778,17822,17822,,5478
dotnet_corefx,414,13,"['2018', '2017', '2016']",3,235269,,1516,15,"['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'White', 'Unknown']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'White', 'Unknown']",0.846153846,0.923076923,1,heterogeneous,0.297520661,0.152777778,17822,17822,,5478
dotnet_corefx,1067,10,"['2018', '2017', '2016', '2015']",4,235269,,1516,12,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'White', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'White', 'API', 'Hispanic', 'White', 'Hispanic', 'White', 'White']",1,1,1,heterogeneous,0.46,0,17822,17822,,5478
