owner_project,teamno,noofmembers,concerned_years,noofyears,proj_size,proj_language,proj_age,median_pr_merged,stanfordandgender,stanfordandgenderwithoutNAN,eth_stanandnameprism_st,eth_stanandnameprism_st_withoutNAN,knownethnicityprop,knowngenderprop,atleast75genprop,ethblau_st_cat,eth_blau_index,gender_blau_index,project_star_count,project_watchers_count,project_language,project_forks_count
akka_akka,151,3,"['2015', '2018', '2016']",3,249857,Scala,3605,10,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,10535,10535,Scala,3156
matplotlib_matplotlib,124,9,"['2016', '2015', '2014', '2018', '2017']",5,361528,Python,2872,4,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White']",0.777777778,1,1,heterogeneous,0,0,10532,10532,Python,4672
manastech_crystal,246,10,"['2018', '2017', '2016', '2015']",4,43155,Crystal,2225,14,"['male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'unisex', 'male']","['male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'unisex', 'male']","['Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",0.9,0.8,1,heterogeneous,0,0.40625,14175,14175,Crystal,1098
silverstripe_silverstripe-framework,126,8,"['2018', '2017', '2016', '2015', '2013']",5,104859,PHP,2889,11.5,"['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",1,0.875,1,homogeneous,0,0,670,670,PHP,753
nzakas_eslint,138,9,"['2015', '2018', '2017', '2016']",4,23182,JavaScript,2011,2,"['male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'female', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'female', 'UnKnown']","['White', 'API', 'White', 'White', 'White', 'API', 'White', 'White', 'Unknown']","['White', 'API', 'White', 'White', 'White', 'API', 'White', 'White', 'Unknown']",0.888888889,0.888888889,1,heterogeneous,0.375,0.40625,15477,15477,JavaScript,2690
mozilla_rust,3592,5,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,4,"['male', 'UnKnown', 'male', 'male', 'male']","['male', 'UnKnown', 'male', 'male', 'male']","['White', 'NAN', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White']",0.8,0.8,1,heterogeneous,0,0,41219,41219,Rust,6348
NREL_EnergyPlus,26,6,"['2018', '2017', '2016', '2015', '2014']",5,465243,C++,1865,8.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White', 'White']",0.833333333,1,1,heterogeneous,0,0,440,440,C++,200
mantidproject_mantid,161,8,"['2016', '2015', '2018', '2017']",4,596039,C++,2632,7,"['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'NAN', 'White', 'Hispanic', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White', 'Hispanic', 'White']",0.875,0.875,1,heterogeneous,0.244897959,0,121,121,C++,74
Araq_Nimrod,71,8,"['2018', '2017']",2,86474,Nim,3059,7.5,"['male', 'male', 'male', 'male', 'male', 'female', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'male', 'female', 'UnKnown', 'male']","['White', 'White', 'API', 'White', 'White', 'White', 'API', 'White']","['White', 'White', 'API', 'White', 'White', 'White', 'API', 'White']",1,0.875,1,heterogeneous,0.375,0.244897959,8474,8474,Nim,936
dotnet_corefx,266,5,"['2018', '2017', '2015']",3,235269,,1516,7,"['male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'Unknown']","['White', 'White', 'White', 'White', 'Unknown']",0.8,0.8,1,heterogeneous,0,0,17822,17822,,5478
mozilla_rust,3797,7,"['2018', '2017', '2016']",3,478658,Rust,3120,1,"['male', 'unisex', 'male', 'male', 'male', 'male', 'male']","['male', 'unisex', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.244897959,41219,41219,Rust,6348
dotnet_corefx,52,6,"['2018', '2017', '2016']",3,235269,,1516,9.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'API', 'White', 'White', 'White', 'Hispanic']","['White', 'API', 'White', 'White', 'White', 'Hispanic']",1,1,1,heterogeneous,0.5,0,17822,17822,,5478
matplotlib_matplotlib,82,9,"['2016', '2015', '2014', '2018', '2017']",5,361528,Python,2872,21,"['male', 'female', 'male', 'male', 'male', 'female', 'male', 'male', 'male']","['male', 'female', 'male', 'male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.777777778,1,1,heterogeneous,0,0.345679012,10532,10532,Python,4672
hazelcast_hazelcast,62,8,"['2015', '2018', '2017', '2016']",4,195880,Java,2476,6.5,"['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.875,0.75,1,heterogeneous,0,0,3464,3464,Java,1228
AnalyticalGraphicsInc_cesium,55,5,"['2018', '2017', '2016', '2015']",4,355698,JavaScript,2495,11,"['male', 'male', 'female', 'male', 'male']","['male', 'male', 'female', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.32,5250,5250,JavaScript,1996
dotnet_corefx,38,5,"['2018', '2017', '2016']",3,235269,,1516,8,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'Hispanic', 'White', 'White', 'White']","['White', 'Hispanic', 'White', 'White', 'White']",1,1,1,heterogeneous,0.32,0,17822,17822,,5478
dotnet_corefx,75,6,"['2018', '2017', '2016']",3,235269,,1516,3.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'Hispanic', 'White', 'White', 'White']","['White', 'White', 'Hispanic', 'White', 'White', 'White']",1,1,1,heterogeneous,0.277777778,0,17822,17822,,5478
scikit-learn_scikit-learn,333,6,"['2015', '2018', '2017']",3,112353,Python,3058,11,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,38517,38517,Python,18898
astropy_astropy,154,9,"['2018', '2017', '2016', '2015', '2014']",5,85324,Python,2720,9,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'male', 'male']","['White', 'White', 'White', 'API', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'API', 'White', 'White', 'White', 'White', 'White']",1,0.888888889,1,heterogeneous,0.197530864,0.21875,2265,2265,Python,1130
dotnet_corefx,1161,6,"['2018', '2017']",2,235269,,1516,5.5,"['male', 'male', 'female', 'male', 'male', 'male']","['male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.277777778,17822,17822,,5478
dotnet_corefx,1157,6,"['2018', '2017']",2,235269,,1516,2.5,"['male', 'male', 'female', 'male', 'unisex', 'female']","['male', 'male', 'female', 'male', 'unisex', 'female']","['White', 'White', 'White', 'White', 'White', 'API']","['White', 'White', 'White', 'White', 'White', 'API']",1,1,1,heterogeneous,0.277777778,0.611111111,17822,17822,,5478
mavlink_qgroundcontrol,39,5,"['2018', '2017', '2016']",3,373914,C++,2636,5,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,1365,1365,C++,1796
pydata_pandas,448,10,['2018'],1,174364,Python,3051,60,"['male', 'male', 'male', 'UnKnown', 'male', 'UnKnown', 'UnKnown', 'male', 'female', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'UnKnown', 'UnKnown', 'male', 'female', 'male']","['White', 'White', 'White', 'NAN', 'White', 'NAN', 'White', 'White', 'White', 'Hispanic']","['White', 'White', 'White', 'Unknown', 'White', 'Unknown', 'White', 'White', 'White', 'Hispanic']",0.8,0.7,0,heterogeneous,0.21875,0.244897959,22689,22689,Python,9046
mozilla_rust,635,5,"['2018', '2017', '2016']",3,478658,Rust,3120,8,"['male', 'male', 'UnKnown', 'male', 'UnKnown']","['male', 'male', 'UnKnown', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'NAN']","['White', 'White', 'White', 'White', 'Unknown']",0.8,0.6,0,heterogeneous,0,0,41219,41219,Rust,6348
ioam_holoviews,31,4,"['2018', '2017', '2016', '2015']",4,23182,Python,1699,26,"['male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'NAN']","['White', 'White', 'White', 'Unknown']",0.75,0.75,1,heterogeneous,0,0,1398,1398,Python,232
Araq_Nimrod,104,8,"['2018', '2017']",2,86474,Nim,3059,11,"['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'UnKnown']","['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'NAN', 'NAN']","['White', 'White', 'White', 'White', 'White', 'White', 'Unknown', 'Unknown']",0.75,0.75,1,heterogeneous,0,0.277777778,8474,8474,Nim,936
mozilla_rust,1831,7,"['2018', '2017']",2,478658,Rust,3120,34,"['male', 'unisex', 'male', 'male', 'UnKnown', 'UnKnown', 'male']","['male', 'unisex', 'male', 'male', 'UnKnown', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'White']",0.857142857,0.714285714,0,heterogeneous,0,0.32,41219,41219,Rust,6348
mozilla_rust,3796,8,"['2018', '2017', '2016']",3,478658,Rust,3120,2,"['male', 'unisex', 'male', 'male', 'male', 'male', 'female', 'unisex']","['male', 'unisex', 'male', 'male', 'male', 'male', 'female', 'unisex']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.53125,41219,41219,Rust,6348
NREL_EnergyPlus,24,8,"['2018', '2017', '2016', '2015', '2014']",5,465243,C++,1865,5.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White']",0.875,1,1,heterogeneous,0,0,440,440,C++,200
Araq_Nimrod,70,8,"['2018', '2017']",2,86474,Nim,3059,11,"['male', 'male', 'male', 'male', 'male', 'female', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'male', 'female', 'UnKnown', 'male']","['White', 'White', 'API', 'White', 'White', 'White', 'API', 'Unknown']","['White', 'White', 'API', 'White', 'White', 'White', 'API', 'Unknown']",0.875,0.875,1,heterogeneous,0.408163265,0.244897959,8474,8474,Nim,936
dotnet_corefx,198,4,"['2018', '2017', '2016', '2015']",4,235269,,1516,2.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,17822,17822,,5478
NREL_EnergyPlus,32,7,"['2018', '2017', '2016', '2015', '2014']",5,465243,C++,1865,5,"['male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.857142857,1,1,heterogeneous,0,0,440,440,C++,200
mozilla_servo,224,4,"['2016', '2018']",2,1021589,Rust,2518,10,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'Hispanic', 'Hispanic', 'White']","['White', 'Hispanic', 'Hispanic', 'White']",1,1,1,heterogeneous,0.5,0,15268,15268,Rust,2294
mozilla_rust,277,5,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,9,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'Unknown', 'White']",0.8,1,1,heterogeneous,0,0,41219,41219,Rust,6348
scikit-learn_scikit-learn,377,5,"['2015', '2018', '2017']",3,112353,Python,3058,13,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,38517,38517,Python,18898
scikit-learn_scikit-learn,354,5,"['2018', '2017', '2016']",3,112353,Python,3058,24,"['male', 'male', 'male', 'male', 'unisex']","['male', 'male', 'male', 'male', 'unisex']","['White', 'White', 'White', 'White', 'API']","['White', 'White', 'White', 'White', 'API']",1,1,1,heterogeneous,0.32,0.32,38517,38517,Python,18898
dotnet_corefx,475,7,"['2018', '2016']",2,235269,,1516,18,"['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'API', 'Unknown', 'White', 'White']","['White', 'White', 'White', 'API', 'Unknown', 'White', 'White']",0.857142857,0.714285714,0,heterogeneous,0.277777778,0,17822,17822,,5478
mavlink_qgroundcontrol,120,5,"['2018', '2017', '2016']",3,373914,C++,2636,1,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,1365,1365,C++,1796
matplotlib_matplotlib,120,9,"['2016', '2015', '2014', '2018', '2017']",5,361528,Python,2872,4,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male']","['White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White']",0.777777778,1,1,heterogeneous,0,0.197530864,10532,10532,Python,4672
dotnet_corefx,132,4,"['2018', '2015']",2,235269,,1516,1.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,17822,17822,,5478
dotnet_corefx,350,5,"['2018', '2017', '2016']",3,235269,,1516,7,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,17822,17822,,5478
hazelcast_hazelcast,41,7,"['2015', '2014', '2018', '2017', '2016']",5,195880,Java,2476,6,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White']",0.857142857,0.857142857,1,heterogeneous,0,0,3464,3464,Java,1228
dotnet_corefx,51,6,"['2018', '2017', '2016']",3,235269,,1516,10,"['male', 'male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male']","['White', 'API', 'White', 'White', 'API', 'White']","['White', 'API', 'White', 'White', 'API', 'White']",1,0.833333333,1,heterogeneous,0.444444444,0,17822,17822,,5478
manastech_crystal,247,10,"['2018', '2017', '2016', '2015']",4,43155,Crystal,2225,14.5,"['male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'unisex', 'male']","['male', 'UnKnown', 'male', 'male', 'UnKnown', 'male', 'male', 'female', 'unisex', 'male']","['Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",0.9,0.8,1,heterogeneous,0,0.40625,14175,14175,Crystal,1098
RIOT-OS_RIOT,148,12,"['2015', '2018', '2017', '2016']",4,75063,C,2193,37.5,"['female', 'female', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['female', 'female', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'NAN', 'Hispanic', 'Hispanic', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'Hispanic', 'White', 'White', 'White', 'White']",0.916666667,0.916666667,1,heterogeneous,0.297520661,0.297520661,3030,3030,C,1478
dotnet_corefx,1159,6,"['2018', '2017']",2,235269,,1516,2.5,"['male', 'male', 'female', 'male', 'male', 'male']","['male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.277777778,17822,17822,,5478
mozilla_rust,65,4,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,3.5,"['male', 'unisex', 'unisex', 'male']","['male', 'unisex', 'unisex', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.5,41219,41219,Rust,6348
deeplearning4j_deeplearning4j,29,6,"['2018', '2017']",2,623698,Java,1860,1,"['male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'NAN', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White', 'White']",0.833333333,0.833333333,1,heterogeneous,0,0,1623,1623,Java,526
NuGet_NuGetGallery,49,6,"['2018', '2017', '2016']",3,76205,C#,2701,1,"['male', 'male', 'female', 'male', 'male', 'male']","['male', 'male', 'female', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'API', 'White']",1,1,1,heterogeneous,0.277777778,0.277777778,1202,1202,C#,581
mozilla_rust,3603,4,"['2018', '2017', '2016', '2015']",4,478658,Rust,3120,4,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,41219,41219,Rust,6348
RIOT-OS_RIOT,149,12,"['2015', '2018', '2017', '2016']",4,75063,C,2193,36.5,"['female', 'female', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['female', 'female', 'male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'NAN', 'Hispanic', 'Hispanic', 'White', 'White', 'White', 'Unknown']","['White', 'White', 'White', 'White', 'White', 'Unknown', 'Hispanic', 'Hispanic', 'White', 'White', 'White', 'Unknown']",0.833333333,0.916666667,1,heterogeneous,0.32,0.297520661,3030,3030,C,1478
hydroshare_hydroshare,24,9,"['2018', '2017', '2016']",3,235598,Python,1551,2,"['male', 'male', 'unisex', 'female', 'male', 'unisex', 'UnKnown', 'male', 'male']","['male', 'male', 'unisex', 'female', 'male', 'unisex', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'API', 'Hispanic', 'API', 'API', 'White', 'White']","['White', 'White', 'White', 'API', 'Hispanic', 'API', 'API', 'White', 'White']",1,0.888888889,1,heterogeneous,0.567901235,0.53125,97,97,Python,20
NREL_EnergyPlus,35,7,"['2018', '2017', '2016', '2015', '2014']",5,465243,C++,1865,7,"['male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'Black', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'Black', 'White', 'White']",0.857142857,1,1,heterogeneous,0.277777778,0,440,440,C++,200
dotnet_corefx,307,6,"['2018', '2017', '2016']",3,235269,,1516,12,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'API']","['White', 'White', 'White', 'White', 'White', 'API']",1,1,1,heterogeneous,0.277777778,0,17822,17822,,5478
mozilla_servo,367,4,"['2017', '2018']",2,1021589,Rust,2518,16,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White']","['White', 'Unknown', 'White', 'White']",0.75,1,1,heterogeneous,0,0,15268,15268,Rust,2294
silverstripe_silverstripe-framework,110,7,"['2018', '2017', '2016', '2015', '2013']",5,104859,PHP,2889,7,"['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White']",1,0.857142857,1,homogeneous,0,0,670,670,PHP,753
silverstripe_silverstripe-framework,128,7,"['2018', '2017', '2016', '2015', '2014', '2013']",6,104859,PHP,2889,7,"['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White']",1,0.857142857,1,homogeneous,0,0,670,670,PHP,753
mantidproject_mantid,164,8,"['2016', '2015', '2018', '2017']",4,596039,C++,2632,5.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'White']",1,1,1,heterogeneous,0.21875,0,121,121,C++,74
dotnet_corefx,685,8,"['2018', '2016']",2,235269,,1516,12.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'API', 'Unknown']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'API', 'Unknown']",0.875,0.875,1,heterogeneous,0.448979592,0,17822,17822,,5478
silverstripe_silverstripe-framework,108,7,"['2018', '2017', '2016', '2015', '2014', '2013']",6,104859,PHP,2889,7,"['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White']",1,0.857142857,1,homogeneous,0,0,670,670,PHP,753
JukkaL_mypy,81,4,"['2018', '2017']",2,40270,Python,2215,4.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'White']","['White', 'White', 'Unknown', 'White']",0.75,1,1,heterogeneous,0,0,7530,7530,Python,1090
mavlink_qgroundcontrol,49,4,"['2018', '2017', '2016']",3,373914,C++,2636,0.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,1365,1365,C++,1796
dotnet_corefx,187,6,"['2018', '2017']",2,235269,,1516,9.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,17822,17822,,5478
dotnet_corefx,50,6,"['2018', '2017', '2016']",3,235269,,1516,9.5,"['male', 'male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male']","['White', 'API', 'White', 'White', 'API', 'Hispanic']","['White', 'API', 'White', 'White', 'API', 'Hispanic']",1,0.833333333,1,heterogeneous,0.611111111,0,17822,17822,,5478
mantidproject_mantid,208,8,"['2016', '2015', '2018', '2017']",4,596039,C++,2632,5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'NAN']","['White', 'White', 'White', 'White', 'Hispanic', 'White', 'White', 'Unknown']",0.875,0.875,1,heterogeneous,0.244897959,0,121,121,C++,74
netty_netty,62,4,"['2018', '2017']",2,60441,Java,2974,6.5,"['male', 'unisex', 'male', 'male']","['male', 'unisex', 'male', 'male']","['White', 'Unknown', 'White', 'White']","['White', 'Unknown', 'White', 'White']",0.75,1,1,heterogeneous,0,0.375,21972,21972,Java,10278
dotnet_corefx,1163,4,"['2018', '2016']",2,235269,,1516,13.5,"['male', 'male', 'UnKnown', 'male']","['male', 'male', 'UnKnown', 'male']","['White', 'White', 'NAN', 'White']","['White', 'White', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0,17822,17822,,5478
Araq_Nimrod,100,9,"['2018', '2017']",2,86474,Nim,3059,14,"['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'female', 'male', 'UnKnown', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'Unknown', 'Unknown']","['White', 'White', 'White', 'White', 'White', 'White', 'API', 'Unknown', 'Unknown']",0.777777778,0.777777778,1,heterogeneous,0.244897959,0.244897959,8474,8474,Nim,936
NREL_EnergyPlus,38,6,"['2018', '2017', '2016', '2015', '2014']",5,465243,C++,1865,11.5,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White', 'White']",0.833333333,1,1,heterogeneous,0,0,440,440,C++,200
nzakas_eslint,129,9,"['2015', '2018', '2016']",3,23182,JavaScript,2011,1,"['male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'unisex', 'male', 'male', 'male']","['White', 'API', 'White', 'White', 'White', 'API', 'White', 'White', 'White']","['White', 'API', 'White', 'White', 'White', 'API', 'White', 'White', 'White']",1,1,1,heterogeneous,0.345679012,0.197530864,15477,15477,JavaScript,2690
dotnet_corefx,29,4,"['2018', '2017', '2016']",3,235269,,1516,3,"['male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'Unknown']","['White', 'White', 'White', 'Unknown']",0.75,0.75,1,heterogeneous,0,0,17822,17822,,5478
